question_id,type,pipeline,question,expected_answer,answer,top_score,num_sources,latency_sec,judge_label,judge_reason
o011,out_of_domain,advanced,Who is the current CEO of Apple?,,No relevant context found.,0.0,0,0.607,abstain,Model states it cannot find an answer.
o012,out_of_domain,simple,What is the largest ocean on Earth?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.445,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o012,out_of_domain,flexible,What is the largest ocean on Earth?,,"No relevant information was found in the Aventro Motors documents.  The largest ocean on Earth is the Pacific Ocean. It covers approximately 63 million square miles (165 million square kilometers), which is more than the total land area of Earth combined.",0.0,0,0.904,abstain,The model first disclaims lack of knowledge in the knowledge base before providing a general answer.
o012,out_of_domain,advanced,What is the largest ocean on Earth?,,No relevant context found.,0.0,0,0.449,abstain,Model explicitly states it cannot find relevant context.
o013,out_of_domain,simple,How many bones are in the human body?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.7031,1,1.054,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o013,out_of_domain,flexible,How many bones are in the human body?,,"The provided context does not contain the answer to the question. It only discusses adjusting car seats, headrests, and lumbar support.",0.7031,1,0.74,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o013,out_of_domain,advanced,How many bones are in the human body?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.  Citations: [1] Adjusting the Seat Positions.html (page unknown),0.7031,1,0.678,abstain,Model states it cannot find the answer in the knowledge base.
o014,out_of_domain,simple,What is the boiling point of water at sea level?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.445,abstain,Model states it cannot find the answer in the knowledge base.
o014,out_of_domain,flexible,What is the boiling point of water at sea level?,,"No relevant information was found in the Aventro Motors documents.  Using general knowledge, the boiling point of water at sea level (standard atmospheric pressure of 101.325 kPa) is **100 degrees Celsius (212 degrees Fahrenheit)**.",0.0,0,0.717,abstain,"The model first states it cannot find the answer in the knowledge base, then provides general knowledge."
o014,out_of_domain,advanced,What is the boiling point of water at sea level?,,No relevant context found.,0.0,0,0.619,abstain,The model explicitly states it cannot find the answer.
o015,out_of_domain,simple,Who painted the Mona Lisa?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.554,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o015,out_of_domain,flexible,Who painted the Mona Lisa?,,No relevant information was found in the Aventro Motors documents.  The Mona Lisa was painted by the Italian Renaissance artist **Leonardo da Vinci**.,0.0,0,0.822,abstain,"The model first states it cannot find the answer in the knowledge base, then gives general knowledge."
o015,out_of_domain,advanced,Who painted the Mona Lisa?,,No relevant context found.,0.0,0,0.582,abstain,Model states no relevant context found.
o016,out_of_domain,simple,What is the speed of light?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.7251,3,0.812,abstain,The model explicitly states it cannot find the answer in the knowledge base.
o016,out_of_domain,flexible,What is the speed of light?,,"The provided context does not contain the answer to the question about the speed of light. The text focuses exclusively on Adaptive Cruise Control (ACC), its functions, components, and limitations.",0.7251,3,0.738,abstain,The model explicitly states it cannot find the answer in the knowledge base.
o016,out_of_domain,advanced,What is the speed of light?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.  Citations: [1] Adaptive Cruise Control (ACC).docx (page unknown) [2] Adaptive Cruise Control (ACC).docx (page unknown) [3] Adaptive Cruise Control (ACC).docx (page unknown),0.7251,3,0.916,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o017,out_of_domain,simple,What is the currency of Japan?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.438,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o017,out_of_domain,flexible,What is the currency of Japan?,,"No relevant information was found in the Aventro Motors documents.  The currency of Japan is the Japanese yen (¥, JPY).",0.0,0,0.887,abstain,"The model first states it cannot find the answer in the knowledge base, then provides general information."
o017,out_of_domain,advanced,What is the currency of Japan?,,No relevant context found.,0.0,0,0.437,abstain,Model explicitly states it cannot find an answer.
o018,out_of_domain,simple,How many continents are there on Earth?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.465,abstain,The model explicitly states it cannot find the answer in the knowledge base.
o018,out_of_domain,flexible,How many continents are there on Earth?,,"No relevant information was found in the Aventro Motors documents.  Using general knowledge, there are **seven** continents on Earth. They are: 1. Africa 2. Antarctica 3. Asia 4. Australia (or Oceania) 5. Europe 6. North America 7. South America  Note: The number of continents can vary slightly depending on the model used (e.g., some models combine Europe and Asia into ""Eurasia"" or combine North and South America into ""America""), but the seven-continent model is the most widely taught and recogn",0.0,0,1.008,abstain,Model explicitly states it cannot find the answer in the knowledge base and then supplies general knowledge.
o018,out_of_domain,advanced,How many continents are there on Earth?,,No relevant context found.,0.0,0,0.44,abstain,Model explicitly states it cannot find an answer.
o019,out_of_domain,simple,What is the tallest building in the world?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.516,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o019,out_of_domain,flexible,What is the tallest building in the world?,,"No relevant information was found in the Aventro Motors documents.  Based on general knowledge, the tallest building in the world is the **Burj Khalifa** in Dubai, United Arab Emirates. It stands at a height of 828 meters (2,717 feet).",0.0,0,0.831,abstain,"Model first states it cannot find the answer in the knowledge base, then gives general knowledge, so it abstains."
o019,out_of_domain,advanced,What is the tallest building in the world?,,No relevant context found.,0.0,0,0.505,abstain,The model explicitly states it cannot find relevant context.
o020,out_of_domain,simple,Who discovered penicillin?,,I couldn't find relevant information in the Aventro Motors documents to answer this question.,0.0,0,0.547,abstain,Model explicitly states it cannot find the answer in the knowledge base.
o020,out_of_domain,flexible,Who discovered penicillin?,,"No relevant information was found in the Aventro Motors documents.  However, based on general knowledge, penicillin was discovered by **Alexander Fleming** in 1928. He observed that a mold (later identified as *Penicillium notatum*) had killed bacteria in a petri dish. While Fleming is credited with the initial discovery, it was later developed into a usable antibiotic by Howard Florey and Ernst Boris Chain, who shared the Nobel Prize in Physiology or Medicine with Fleming in 1945.",0.0,0,1.043,abstain,"The model first states it cannot find the answer in the knowledge base, then adds general knowledge."
o020,out_of_domain,advanced,Who discovered penicillin?,,No relevant context found.,0.0,0,0.537,abstain,The model explicitly states it cannot find relevant information.
